"AMBA","Ambarella, Inc.","155456772","Technology","Semiconductors"
"EPAX","Ambassadors Group, Inc.","91894482.54","Consumer Services","Other Consumer Services"
"AMBT","Ambient Corporation","66154968.4","Public Utilities","Telecommunications Equipment"
"AMCX","AMC Networks Inc.","3264079083.675","Consumer Services","Television Services"
"AMED","Amedisys Inc","356011654.32","Health Care","Medical/Nursing Services"
"UHAL","Amerco","2229993729.24","Consumer Services","Rental/Leasing Companies"
"ASBI","Ameriana Bancorp","19278740.4","Finance","Savings Institutions"
"ATAX","America First Tax Exempt Investors, L.P.","180436338.72","Finance","Finance: Consumer Services"
"AMOV","America Movil, S.A.B. de C.V.","317059853.88","Public Utilities","Telecommunications Equipment"
"AGNC","American Capital Agency Corp.","11286416092","Consumer Services","Real Estate Investment Trusts"
"AGNCP","American Capital Agency Corp.","0","Consumer Services","Real Estate Investment Trusts"
"MTGE","American Capital Mortgage Investment Corp.","900025322","Consumer Services","Real Estate Investment Trusts"
"ACAS","American Capital, Ltd.","3860147426.84","n/a","n/a"
"ANCI","American Caresource Holdings Inc","9179941.124","Health Care","Hospital/Nursing Management"
"AETI","American Electric Technologies, Inc.","36407551","Energy","Industrial Machinery/Components"
"AMIC","American Independence Corp.","42850679.76","Finance","Accident &Health Insurance"
"ALRN","American Learning Corporation","3062460.3375","Health Care","Medical/Nursing Services"
"AMNB","American National Bankshares, Inc.","166516190","Finance","Major Banks"
"ANAT","American National Insurance Company","1942974473.6","Finance","Life Insurance"
"APFC","American Pacific Corporation","98331423.9","Basic Industries","Major Chemicals"
"APEI","American Public Education, Inc.","630353242.05","Consumer Services","Other Consumer Services"
"ARII","American Railcar Industries, Inc.","643985277.52","Capital Goods","Railroads"
"ARCP","American Realty Capital Properties, Inc.","146801563.55","Consumer Services","Real Estate Investment Trusts"
"ARCT","American Realty Capital Trust, Inc.","1863709265.04","Finance","Real Estate"
"AMRB","American River Bankshares","70150177.12","Finance","Major Banks"
"ASEI","American Science and Engineering, Inc.","520855688.92","Health Care","Medical Electronics"
"AMSWA","American Software, Inc.","217896105.68","Technology","Computer Software: Prepackaged Software"
"AMSC","American Superconductor Corporation","205109891.31","Consumer Durables","Metal Fabrications"
"AMWD","American Woodmark Corporation","315596595.2","Basic Industries","Forest Products"
"CRMT","America&#39;s Car-Mart, Inc.","381430039.4","Consumer Durables","Automotive Aftermarket"
"ABCB","Ameris Bancorp","287497068.08","Finance","Major Banks"
"AMSF","AMERISAFE, Inc.","474322854.08","Finance","Property-Casualty Insurers"
"ASRV","AmeriServ Financial Inc.","57853563","Finance","Major Banks"
"ASRVP","AmeriServ Financial Inc.","0","Finance","Major Banks"
"ASCA","Ameristar Casinos, Inc.","603993589.7","Consumer Services","Hotels/Resorts"
"ATLO","Ames National Corporation","182028349.15","Finance","Major Banks"
"AMGN","Amgen Inc.","67180215493.64","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"FOLD","Amicus Therapeutics, Inc.","289129944.66","Consumer Durables","Major Pharmaceuticals"
"AMKR","Amkor Technology, Inc.","663560207.82","Technology","Semiconductors"
"AMPL","Ampal-American Israel Corporation","4125831.36","Finance","Finance/Investors Services"
"AMPE","Ampio Pharmaceuticals, Inc.","146471109.84","Consumer Durables","Major Pharmaceuticals"
"AMSG","Amsurg Corp.","820387580.82","Health Care","Medical/Nursing Services"
"ASYS","Amtech Systems, Inc.","31849463.52","Technology","Industrial Machinery/Components"
"AFSI","AmTrust Financial Services, Inc.","1646909341.7","Finance","Property-Casualty Insurers"
"AMRS","Amyris, Inc.","170343598.8","Basic Industries","Major Chemicals"
"ANAC","Anacor Pharmaceuticals, Inc.","189423726.91","Consumer Durables","Major Pharmaceuticals"
"ANAD","ANADIGICS, Inc.","90849132.8","Technology","Semiconductors"
"ADI","Analog Devices, Inc.","11492920050.85","Technology","Semiconductors"
"ALOG","Analogic Corporation","923254526.04","Capital Goods","Electrical Products"
"ANLY","Analysts International Corporation","20173471.6293","Technology","EDP Services"
"ANEN","Anaren, Inc.","265025092.14","Technology","Radio And Television Broadcasting And Communications Equipment"
"ACOM","Ancestry.com Inc.","1254787154.88","Technology","EDP Services"
"ANCB","Anchor Bancorp","31084500","Finance","Banks"
"AMCF","Andatee China Marine Fuel Services Corporation","9110430.732","Energy","Oil Refining/Marketing"
"ANDA","Andina Acquisition Corporation","102900000","Finance","Business Services"
"ANDAU","Andina Acquisition Corporation","16582510.05","Finance","Business Services"
"ANDAW","Andina Acquisition Corporation","0","Finance","Business Services"
"ANGI","Angie&#39;s List, Inc.","538370881.12","Consumer Services","Advertising"
"ANGO","AngioDynamics, Inc.","361225007.87","Health Care","Medical/Dental Instruments"
"ANIK","Anika Therapeutics Inc.","167977520.3","Health Care","Medical/Dental Instruments"
"ANNB","Annapolis Bancorp Inc.","32200156.8","Finance","Major Banks"
"ANSS","ANSYS, Inc.","6357199135.95","Technology","Computer Software: Prepackaged Software"
"ATRS","Antares Pharma, Inc.","471824073.76","Health Care","Medical/Dental Instruments"
"ANTH","Anthera Pharmaceuticals, Inc.","74998052.76","Consumer Durables","Major Pharmaceuticals"
"APAGF","Apco Oil and Gas International Inc.","384797006.8","Energy","Oil & Gas Production"
"ATNY","API Technologies Corp.","144578588.88","Technology","Semiconductors"
"APOG","Apogee Enterprises, Inc.","565979592.08","Capital Goods","Auto Parts:O.E.M."
"APOL","Apollo Group, Inc.","2311716250","Consumer Services","Other Consumer Services"
"AINV","Apollo Investment Corporation","1610957326.94","n/a","n/a"
"AAPL","Apple Inc.","571667675040","Technology","Computer Manufacturing"
"ARCI","Appliance Recycling Centers of America, Inc.","14056495.31","Consumer Services","Home Furnishings"
"AMAT","Applied Materials, Inc.","13414447436.84","Technology","Semiconductors"
"AMCC","Applied Micro Circuits Corporation","290657565","Technology","Semiconductors"
"AREX","Approach Resources Inc.","1049098708.96","Energy","Oil & Gas Production"
"APRI","Apricus Biosciences, Inc","92931838.78","Consumer Durables","Major Pharmaceuticals"
"ARCW","ARC Group Worldwide, Inc.","39573222.592","Consumer Services","Telecommunications Equipment"
"ABIO","ARCA biopharma, Inc.","4546694.978","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"ACGL","Arch Capital Group Ltd.","6045560892.15","Finance","Property-Casualty Insurers"
"ACAT","Arctic Cat Inc.","554167082.85","Capital Goods","Industrial Specialties"
"ARDNA","Arden Group, Inc.","292819850","Consumer Services","Food Chains"
"ARNA","Arena Pharmaceuticals, Inc.","1992556997.26","Consumer Durables","Major Pharmaceuticals"
"ARCC","Ares Capital Corporation","4285884873.6","n/a","n/a"
"AGII","Argo Group International Holdings, Ltd.","855475371.78","Finance","Specialty Insurers"
"AGIIL","Argo Group International Holdings, Ltd.","0","Finance","Specialty Insurers"
"ARIA","ARIAD Pharmaceuticals, Inc.","3845974999.36","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"ARKR","Ark Restaurants Corp.","54772983.6","Consumer Services","Restaurants"
"ABFS","Arkansas Best Corporation","194650782","Transportation","Trucking Freight/Courier Services"
"ARMH","ARM Holdings, plc","3526959417","Technology","Semiconductors"
"ARTX","Arotech Corporation","15461548.77","Energy","Industrial Machinery/Components"
"ARQL","ArQule, Inc.","167531139.46","Consumer Durables","Major Pharmaceuticals"
"ARRY","Array BioPharma Inc.","413618997.56","Consumer Durables","Major Pharmaceuticals"
"ARRS","Arris Group Inc","1475034724.7","Technology","Radio And Television Broadcasting And Communications Equipment"
"AROW","Arrow Financial Corporation","294300981.24","Finance","Major Banks"
"ARWR","Arrowhead Research Corporation","25449336","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"ARTNA","Artesian Resources Corporation","195758533.2","Public Utilities","Water Supply"
"ARTC","ArthroCare Corporation","858348111","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","25304792.04","Capital Goods","Industrial Machinery/Components"
"ARUN","Aruba Networks, Inc.","2154642658.38","Technology","Computer peripheral equipment"
"ASBB","ASB Bancorp, Inc.","88794360.9","Finance","Savings Institutions"
"ASNA","Ascena Retail Group, Inc.","3254823131.67","Consumer Services","Clothing/Shoe/Accessory Stores"
"ASCMA","Ascent Capital Group, Inc.","809380278","Consumer Services","Other Consumer Services"
"ASTI","Ascent Solar Technologies, Inc.","58059610.8424","Technology","Semiconductors"
"AERL","Asia Entertainment & Resources Ltd","140937864.48","Consumer Services","Services-Misc. Amusement & Recreation"
"APWC","Asia Pacific Wire & Cable Corporation Limited","43566922.35","Basic Industries","Telecommunications Equipment"
"ASIA","AsiaInfo-Linkage, Inc.","775229114.86","Technology","Computer Software: Prepackaged Software"
"ASMI","ASM International N.V.","1839746159.4","Technology","Industrial Machinery/Components"
"ASML","ASML Holding N.V.","6653966831.66","Technology","Industrial Machinery/Components"
"AZPN","Aspen Technology, Inc.","2300159059.64","Technology","EDP Services"
"APPY","AspenBio Pharma, Inc.","20751158.016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"AACC","Asset Acceptance Capital Corp.","217572010.8","Finance","Finance Companies"
"ASBC","Associated Banc-Corp","2214166255.5","Finance","Major Banks"
"ASBCW","Associated Banc-Corp","0","Finance","Major Banks"
"ASFI","Asta Funding, Inc.","119423737.2","Finance","Finance Companies"
"ATEA","Astea International, Inc.","15003655.8","Technology","Computer Software: Prepackaged Software"
"ASTE","Astec Industries, Inc.","696015425.95","Capital Goods","Construction/Ag Equipment/Trucks"
"ASTX","Astex Pharmaceuticals, Inc.","247218474.147","Consumer Durables","Major Pharmaceuticals"
"ALOT","Astro-Med, Inc.","65113037.5","Technology","Computer peripheral equipment"
"ATRO","Astronics Corporation","339534328.32","Capital Goods","Military/Government/Technical"
"ASTC","Astrotech Corporation","17521179.3","Capital Goods","Military/Government/Technical"
"ASUR","Asure Software Inc","38642977.8","Technology","EDP Services"
"ATAI","ATA Inc.","57397947.39","Consumer Services","Other Consumer Services"
"ATHN","athenahealth, Inc.","2639073420.89","Miscellaneous","Business Services"
"AFCB","Athens Bancshares Corporation","41760963.6","Finance","Savings Institutions"
"ATHX","Athersys, Inc.","35676411.6","Consumer Durables","Major Pharmaceuticals"
"AAME","Atlantic American Corporation","58441735","Finance","Life Insurance"
"ACFC","Atlantic Coast Federal Corporation","5652481.15","Finance","Savings Institutions"
"ATNI","Atlantic Tele-Network, Inc.","627308871.34","Public Utilities","Telecommunications Equipment"
"AAWW","Atlas Air Worldwide Holdings","1356350659.2","Transportation","Transportation Services"
"ATML","Atmel Corporation","2033398719.66","Technology","Semiconductors"
"ATMI","ATMI Inc.","565975103.2524","Basic Industries","Major Chemicals"
"ATOS","Atossa Genetics Inc.","0","Health Care","Medical/Dental Instruments"
"ATRC","AtriCure, Inc.","119042537.9","Health Care","Medical/Dental Instruments"
"ATRI","ATRION Corporation","401871732.84","Health Care","Medical/Dental Instruments"
"ATTU","Attunity Ltd.","82057073.54","Technology","Computer Software: Prepackaged Software"
"AUBN","Auburn National Bancorporation, Inc.","82397918.197","Finance","Major Banks"
"ADNC","Audience, Inc.","130359259.78","Technology","Semiconductors"
"AUDC","AudioCodes Ltd.","94511790","Public Utilities","Telecommunications Equipment"
"ADAT","Authentidate Holding Corp.","36215303.64","Technology","EDP Services"
"ABTL","Autobytel Inc.","35404648","Technology","Computer Software: Programming, Data Processing"
"ADSK","Autodesk, Inc.","6913643000","Technology","Computer Software: Prepackaged Software"
"ADP","Automatic Data Processing, Inc.","28294479966.68","Technology","EDP Services"
"AMAP","AutoNavi Holdings Limited","265927937.709","Technology","Computer Software: Prepackaged Software"
"AUXL","Auxilium Pharmaceuticals, Inc.","1011947594.96","Consumer Durables","Major Pharmaceuticals"
"AVGO","Avago Technologies Limited","8127080866.93","Technology","Semiconductors"
"AVNR","Avanir Pharmaceuticals, Inc.","433056823.38","Consumer Durables","Major Pharmaceuticals"
"AVEO","AVEO Pharmaceuticals, Inc.","338033424.06","Consumer Durables","Major Pharmaceuticals"
"AVNW","Aviat Networks, Inc.","145594022.49","Technology","Radio And Television Broadcasting And Communications Equipment"
"AVID","Avid Technology, Inc.","317426117.82","Miscellaneous","Industrial Machinery/Components"
"CAR","Avis Budget Group, Inc.","1810446620.925","Consumer Services","Rental/Leasing Companies"
"AWRE","Aware, Inc.","131739548.3","Technology","Semiconductors"
"ACLS","Axcelis Technologies, Inc.","100208537.942","Technology","Industrial Machinery/Components"
"AXTI","AXT Inc","106439576.95","Technology","Semiconductors"
"BCOM","B Communications Ltd.","207077281.569","Consumer Services","Telecommunications Equipment"
"BOSC","B.O.S. Better Online Solutions","2370414.7737","Technology","Computer Communications Equipment"
"BEAV","B/E Aerospace, Inc.","4513290339.69","Consumer Durables","Industrial Specialties"
"BIDU","Baidu, Inc.","30814336402.2","Technology","Computer Software: Programming, Data Processing"
"BCPC","Balchem Corporation","1003986085.85","Basic Industries","Major Chemicals"
"BWINA","Baldwin & Lyons, Inc.","341349258.88","Finance","Property-Casualty Insurers"
"BWINB","Baldwin & Lyons, Inc.","345660726","Finance","Property-Casualty Insurers"
"BLDP","Ballard Power Systems, Inc.","72893199.4272","Energy","Industrial Machinery/Components"
"BANF","BancFirst Corporation","648455045.42","Finance","Major Banks"
"BANFP","BancFirst Corporation","26290000","Finance","Major Banks"
"BTFG","BancTrust Financial Group, Inc.","51386729.68","Finance","Major Banks"
"BKMU","Bank Mutual Corporation","202909999.92","Finance","Savings Institutions"
"BOCH","Bank of Commerce Holdings (CA)","74331621.25","Finance","Major Banks"
"BMRC","Bank of Marin Bancorp","216313251.84","Finance","Major Banks"
"BKSC","Bank of South Carolina Corp.","52909799.4761","Finance","Major Banks"
"BOTJ","Bank of the James Financial Group, Inc.","18634966.3495","Finance","Major Banks"
"OZRK","Bank of the Ozarks","1131572356.8","Finance","Major Banks"
"BOVA","Bank Of Virginia","11795299.614","n/a","n/a"
"BFIN","BankFinancial Corporation","162894027.18","Finance","Savings Institutions"
"BANR","Banner Corporation","519989480.55","Finance","Major Banks"
"BBSI","Barrett Business Services, Inc.","187425193.56","Technology","Professional Services"
"BSET","Bassett Furniture Industries, Incorporated","116000194.05","Consumer Durables","Home Furnishings"
"BV","Bazaarvoice, Inc.","964003263","Technology","Computer Software: Prepackaged Software"
"BBCN","BBCN Bancorp, Inc.","958793375.03","Finance","Major Banks"
"BCBP","BCB Bancorp, Inc. (NJ)","88735467.06","Finance","Savings Institutions"
"BCDS","BCD Semiconductor Manufacturing Limited","50600793.54","Technology","Semiconductors"
"BCSB","BCSB Bancorp, Inc.","45023949.8","Finance","Savings Institutions"
"BFED","Beacon Federal Bancorp, Inc.","129289276","Finance","Savings Institutions"
"BECN","Beacon Roofing Supply, Inc.","1420237106.24","Consumer Services","RETAIL: Building Materials"
"BBGI","Beasley Broadcast Group, Inc.","109034768.38","Consumer Services","Broadcasting"
"BEBE","bebe stores, inc.","360355821.28","Consumer Non-Durables","Apparel"
"BBBY","Bed Bath & Beyond Inc.","13806821677.68","Consumer Services","Home Furnishings"
"BELFA","Bel Fuse Inc.","182076961.5","Capital Goods","Electrical Products"
"BELFB","Bel Fuse Inc.","193501398.3","Capital Goods","Electrical Products"
"BNCL","Beneficial Mutual Bancorp, Inc.","780954592.86","Finance","Savings Institutions"
"BERK","Berkshire Bancorp, Inc.","114608774.1","Finance","Major Banks"
"BHLB","Berkshire Hills Bancorp, Inc.","515228036","Finance","Banks"
"BGMD","BG Medicine, Inc.","49750633.79","Health Care","Medical Specialities"
"BGCP","BGC Partners, Inc.","682182905.204","Finance","Investment Bankers/Brokers/Service"
"BGSC","BGS Acquisition Corp.","52373300.6","Finance","Business Services"
"BGSCU","BGS Acquisition Corp.","53066633.5","Finance","Business Services"
"BGSCW","BGS Acquisition Corp.","0","Finance","Business Services"
"BIDZ","Bidz.com, Inc.","11345995.04","Miscellaneous","Business Services"
"BGFV","Big 5 Sporting Goods Corporation","196352356.65","Consumer Services","Other Specialty Stores"
"BASI","Bioanalytical Systems, Inc.","9134830","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"BIOC","BioClinica, Inc","98209458.9","Health Care","Precision Instruments"
"BCRX","BioCryst Pharmaceuticals, Inc.","227222037","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"BIOD","Biodel Inc.","40550195.4","Consumer Durables","Major Pharmaceuticals"
"BDSI","BioDelivery Sciences International, Inc.","169474143.48","Consumer Durables","Major Pharmaceuticals"
"BIOF","BioFuel Energy Corp.","43308174.74","Basic Industries","Major Chemicals"
"BIIB","Biogen Idec Inc.","34423933995.75","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"BIOL","Biolase, Inc.","65879768.1728","Health Care","Medical/Dental Instruments"
"BLRX","BioLineRx Ltd.","18704889.36","Consumer Durables","Major Pharmaceuticals"
"BMRN","BioMarin Pharmaceutical Inc.","5225151268.76","Consumer Durables","Major Pharmaceuticals"
"BMTI","BioMimetic Therapeutics, Inc.","113148136.93","Health Care","Medical/Dental Instruments"
"BRLI","Bio-Reference Laboratories, Inc.","860619798.74","Health Care","Medical Specialities"
"BPAX","Biosante Pharmaceuticals, Inc.","29462321.38","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"BIOS","BioScrip, Inc.","537369275.88","Health Care","Medical/Nursing Services"
"BSTC","BioSpecifics Technologies Corp","109234797","Consumer Durables","Major Pharmaceuticals"
"BSPM","Biostar Pharmaceuticals, Inc.","11280259.2","Consumer Durables","Major Pharmaceuticals"
"BDMS","Birner Dental Management Services, Inc.","31273594.2","Health Care","Medical/Nursing Services"
"BJRI","BJ&#39;s Restaurants, Inc.","1061411325.6","Consumer Services","Restaurants"
"BBOX","Black Box Corporation","385114726.83","Technology","Computer Communications Equipment"
"BDE","Black Diamond, Inc.","290461081.5","Consumer Non-Durables","Recreational Products/Toys"
"BLKB","Blackbaud, Inc.","1084363464","Technology","Computer Software: Prepackaged Software"
"BKCC","BlackRock Kelso Capital Corporation","731055530.88","n/a","n/a"
"ADRA","BLDRS Asia 50 ADR Index Fund","26642000","n/a","n/a"
"ADRD","BLDRS Developed Markets 100 ADR Index Fund","48456000","n/a","n/a"
"ADRE","BLDRS Emerging Markets 50 ADR Index Fund","338410000","n/a","n/a"
"ADRU","BLDRS Europe 100 ADR Index Fund","14287000","n/a","n/a"
"BLMN","Bloomin&#39; Brands, Inc.","1757714458.22","Consumer Services","Restaurants"
"BCOR","Blucora, Inc.","698250862.08","Technology","EDP Services"
"NILE","Blue Nile, Inc.","468423783.12","Consumer Services","Consumer Specialties"
"MNGL","Blue Wolf Mongolia Holdings Corp.","98813750","Finance","Business Services"
"MNGLU","Blue Wolf Mongolia Holdings Corp.","0","Finance","Business Services"
"MNGLW","Blue Wolf Mongolia Holdings Corp.","0","Finance","Business Services"
"BFLY","Bluefly, Inc.","30814160.7196","Consumer Services","Catalog/Specialty Distribution"
"BKEP","Blueknight Energy Partners L.P., L.L.C.","148942800.09","Energy","Natural Gas Distribution"
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","258467824.0642","Energy","Natural Gas Distribution"
"BPHX","BluePhoenix Solutions, Ltd.","37928535","Technology","EDP Services"
"BMC","BMC Software, Inc.","6432777760","Technology","Computer Software: Prepackaged Software"
"BNCN","BNC Bancorp","135999016.56","Finance","Major Banks"
